title;area;salary;experience;prog
Java developer;Москва;0;От 3 до 6 лет;java
Senior Java backend;Москва;0;От 3 до 6 лет;java
Senior Java Developer;Москва;0;От 3 до 6 лет;java
Java senior developer (Интегрированный МДМ);Москва;0;От 3 до 6 лет;java
Программист (PHP, Java);Москва;0;От 1 года до 3 лет;java
Главный разработчик Java;Москва;0;От 3 до 6 лет;java
Middle Java разработчик;Москва;0;От 1 года до 3 лет;java
Java разработчик в команду Монетизация;Москва;0;От 3 до 6 лет;java
Senior Java Developer (Distributed Database Development);Москва;0;От 3 до 6 лет;java
Full Stack Java Developer (to Georgia);Санкт-Петербург;0;От 1 года до 3 лет;java
Senior Java Developer на направление SRE;Москва;0;От 3 до 6 лет;java
Java Архитектор (Лотереи);Москва;0;От 3 до 6 лет;java
Senior Java разработчик;Уфа;0;От 3 до 6 лет;java
Java Tech Lead (Сберказначейство);Москва;0;От 3 до 6 лет;java
Backend Java разработчик (Кредитные продукты и процессы);Москва;0;От 3 до 6 лет;java
TechLead Java Developer / Технический лидер команды (Java);Москва;0;Более 6 лет;java
QA Automation (Java);Барнаул;0;От 1 года до 3 лет;java
Ведущий разработчик Java (TeamLead);Москва;0;Более 6 лет;java
Архитектор Java;Москва;0;От 3 до 6 лет;java
Senior Java разработчик;Москва;0;От 3 до 6 лет;java
Senior Java-разработчик;Москва;0;От 3 до 6 лет;java
Senior Java-разработчик (удаленно);Москва;0;От 3 до 6 лет;java
FullStack- разработчик (React/JAVA);Москва;0;От 1 года до 3 лет;java
Java-разработчик (Middle/Senior);Самара;0;От 3 до 6 лет;java
Java Developer (Middle);Омск;0;Более 6 лет;java
Java-разработчик (middle);Москва;0;От 3 до 6 лет;java
Backend/Fullstack Java Software Engineer (remote);Москва;300000;Более 6 лет;java
Senior Java разработчик;Екатеринбург;0;От 3 до 6 лет;java
Senior Java разработчик;Москва;0;От 3 до 6 лет;java
Middle Java Developer;Москва;0;От 3 до 6 лет;java
Middle Java developer (SoftWLC);Новосибирск;0;От 1 года до 3 лет;java
Java-разработчик — Группа по созданию инновационных ИТ-решений в области налогов и права;Москва;0;От 1 года до 3 лет;java
QA Auto Java;Москва;0;От 1 года до 3 лет;java
QA Fullstack Java (удаленная работа);Мытищи;0;От 3 до 6 лет;java
Архитектор Java (DAG);Москва;0;От 3 до 6 лет;java
Java developer (middle / senior);Нижний Новгород;0;От 3 до 6 лет;java
Full-stack разработчик (React/Java Spring);Санкт-Петербург;0;От 3 до 6 лет;java
Senior Java-разработчик в команду Lending Team;Москва;0;От 3 до 6 лет;java
Java Developer (уровень Middle/Senior);Москва;0;От 3 до 6 лет;java
Senior Java-разработчик;Москва;0;От 3 до 6 лет;java
Java Разработчик (Тинькофф Инвестиции);Москва;0;От 3 до 6 лет;java
Разработчик интеграционных решений на платформе Java;Иркутск;0;От 1 года до 3 лет;java
Android разработчик (Kotlin/Java);Казань;200000;От 1 года до 3 лет;java
TeamLead (Главный разработчик) Java;Москва;0;От 3 до 6 лет;java
Главный разработчик Java (senior);Москва;0;От 3 до 6 лет;java
Senior Java разработчик;Москва;0;От 3 до 6 лет;java
Middle+/Senior Kotlin/Java Developer (Remote);Санкт-Петербург;0;От 3 до 6 лет;java
QA Automation Engineer (Java);Москва;0;От 1 года до 3 лет;java
Senior Java разработчик (брокерское направление);Москва;0;От 3 до 6 лет;java
Веб-Разработчик Kotlin\Java (Go);Москва;0;От 1 года до 3 лет;java
Автотестировщик Java (Senior);Москва;0;От 3 до 6 лет;java
Руководитель группы разработки Java, Поисковый рантайм;Санкт-Петербург;0;От 3 до 6 лет;java
Руководитель группы разработки Java, Поисковый рантайм;Москва;0;От 3 до 6 лет;java
Middle/Senior Java разработчик (Платформа принятия решений);Москва;0;От 3 до 6 лет;java
QA Automation Engineer (Java);Москва;0;От 1 года до 3 лет;java
Старший Java\kotlin разработчик;Москва;0;От 3 до 6 лет;java
Java Senior\TechLead;Москва;0;От 3 до 6 лет;java
QA automation engineer Java Сбер IT;Санкт-Петербург;0;От 3 до 6 лет;java
Senior Java-разработчик / Team Lead;Москва;0;От 3 до 6 лет;java
Middle Java-разработчик | Яндекс.Толока;Москва;0;От 3 до 6 лет;java
Ведущий разработчик системы мониторинга оборудования (Java/Python/Aggregate);Москва;183429;От 3 до 6 лет;java
Team Lead Java (backend/fullstack);Москва;0;Более 6 лет;java
Automation QA Engineer Java;Иннополис;0;От 1 года до 3 лет;java
BigData Java/Scala разработчик (Senior);Москва;0;От 3 до 6 лет;java
Системный архитектор (Java);Санкт-Петербург;0;Более 6 лет;java
Java Tech Lead;Новосибирск;0;Более 6 лет;java
Tech Lead Java и QA автоматизатор;Москва;0;От 1 года до 3 лет;java
QA Automation engineer / Специалист по автоматизированному тестированию (Java);Москва;0;От 3 до 6 лет;java
QA Automation Engineer (Java);Москва;0;От 1 года до 3 лет;java
Senior Java разработчик (Голосовые каналы);Москва;0;От 3 до 6 лет;java
Главный разработчик Java (Департамент IT развития);Москва;0;От 3 до 6 лет;java
Senior Backend Java Developer (Axioma);Москва;0;От 3 до 6 лет;java
Senior / Middle+ Java developer (Операционный CRM);Москва;0;От 3 до 6 лет;java
Java разработчик (Глобальные рынки);Москва;0;От 1 года до 3 лет;java
QA Engineer Auto (Java);Москва;0;От 1 года до 3 лет;java
Инженер по автоматизации тестирования (Java, Selenide) - Удаленно;Москва;0;От 1 года до 3 лет;java
Java разработчик (Аналитика глобальных рынков);Москва;0;От 1 года до 3 лет;java
Middle/Senior Java Developer (remote/office);Москва;0;От 3 до 6 лет;java
Инженер по автоматизации (Java);Москва;0;От 1 года до 3 лет;java
QA Automation engineer (Java);Москва;0;От 1 года до 3 лет;java
